hcp_id,region,product,avg_sales,avg_promo,months,incremental_uplift_proxy,priority_score,priority_rank
393,North,Oncology-A,254.79416666666668,2.75,12,18.19,4634.705891666667,24
149,North,Oncology-A,254.22833333333332,2.0,12,18.19,4624.4133833333335,25
343,East,Immunology-A,254.05583333333334,3.1666666666666665,12,18.19,4621.275608333333,26
129,North,Oncology-A,253.15666666666667,2.4166666666666665,12,18.19,4604.919766666667,27
42,South,Oncology-B,252.96333333333334,2.3333333333333335,12,18.19,4601.403033333334,28
29,North,Oncology-A,252.725,2.75,12,18.19,4597.06775,29
50,South,Oncology-B,251.39,2.5833333333333335,12,18.19,4572.7841,30
272,West,Diabetes-A,250.7125,2.1666666666666665,12,18.19,4560.460375000001,31
188,West,Diabetes-A,249.14333333333335,1.9166666666666667,12,18.19,4531.917233333334,32
231,East,Immunology-A,248.16,2.5833333333333335,12,18.19,4514.030400000001,33
146,South,Oncology-B,247.16916666666665,2.1666666666666665,12,18.19,4496.007141666667,34
100,West,Diabetes-A,246.4958333333333,2.75,12,18.19,4483.759208333333,35
192,West,Diabetes-A,245.07833333333335,3.5,12,18.19,4457.974883333334,36
358,South,Oncology-B,244.75750000000002,1.8333333333333333,12,18.19,4452.138925000001,37
20,West,Diabetes-A,242.49666666666667,2.9166666666666665,12,18.19,4411.014366666667,38
147,East,Immunology-A,242.37749999999997,2.3333333333333335,12,18.19,4408.846724999999,39
173,North,Oncology-A,242.085,2.5833333333333335,12,18.19,4403.526150000001,40
256,West,Diabetes-A,241.25333333333333,2.0,12,18.19,4388.398133333333,41
355,East,Immunology-A,238.225,2.5,12,18.19,4333.31275,42
107,East,Immunology-A,237.73083333333332,2.0,12,18.19,4324.323858333333,43
397,North,Oncology-A,234.9941666666667,2.3333333333333335,12,18.19,4274.543891666667,44
179,East,Immunology-A,233.21916666666667,1.9166666666666667,12,18.19,4242.256641666667,45
293,North,Oncology-A,233.14583333333334,2.5,12,18.19,4240.9227083333335,46
145,North,Oncology-A,233.00166666666667,1.75,12,18.19,4238.300316666667,47
331,East,Immunology-A,229.12749999999997,2.1666666666666665,12,18.19,4167.8292249999995,48
115,East,Immunology-A,227.35916666666665,1.6666666666666667,12,18.19,4135.663241666667,49
230,South,Oncology-B,227.1158333333333,1.9166666666666667,12,18.19,4131.2370083333335,50
167,East,Immunology-A,226.04083333333332,1.9166666666666667,12,18.19,4111.682758333333,51
177,North,Oncology-A,220.2075,1.75,12,18.19,4005.5744250000002,52
13,North,Oncology-A,219.11333333333334,2.5,12,18.19,3985.6715333333336,53
161,North,Oncology-A,218.5091666666667,1.8333333333333333,12,18.19,3974.681741666667,54
166,South,Oncology-B,217.70833333333334,2.5,12,18.19,3960.114583333334,55
326,South,Oncology-B,217.545,2.0833333333333335,12,18.19,3957.1435500000002,56
144,West,Diabetes-A,217.33333333333334,2.9166666666666665,12,18.19,3953.293333333334,57
90,South,Oncology-B,216.8075,2.5,12,18.19,3943.7284250000002,58
330,South,Oncology-B,216.56333333333336,2.9166666666666665,12,18.19,3939.287033333334,59
101,North,Oncology-A,213.6291666666667,2.1666666666666665,12,18.19,3885.9145416666674,60
213,North,Oncology-A,213.5633333333333,2.0,12,18.19,3884.717033333333,61
171,East,Immunology-A,212.76250000000002,2.0,12,18.19,3870.1498750000005,62
119,East,Immunology-A,212.54583333333335,1.6666666666666667,12,18.19,3866.208708333334,63
55,East,Immunology-A,212.45000000000002,3.0,12,18.19,3864.4655000000007,64
268,West,Diabetes-A,211.875,2.6666666666666665,12,18.19,3854.0062500000004,65
310,South,Oncology-B,210.885,2.0,12,18.19,3835.99815,66
226,South,Oncology-B,210.54,3.25,12,18.19,3829.7226,67
63,East,Immunology-A,210.15916666666666,2.4166666666666665,12,18.19,3822.7952416666667,68
221,North,Oncology-A,209.60333333333335,2.1666666666666665,12,18.19,3812.6846333333337,69
126,South,Oncology-B,209.43499999999997,1.9166666666666667,12,18.19,3809.62265,70
139,East,Immunology-A,208.96916666666667,2.8333333333333335,12,18.19,3801.1491416666668,71
68,West,Diabetes-A,208.58083333333332,2.4166666666666665,12,18.19,3794.0853583333333,72
376,West,Diabetes-A,207.39833333333334,2.5833333333333335,12,18.19,3772.575683333334,73
395,East,Immunology-A,207.37750000000003,1.75,12,18.19,3772.1967250000007,74
246,South,Oncology-B,206.8166666666667,1.5833333333333333,12,18.19,3761.9951666666675,75
348,West,Diabetes-A,206.32916666666665,2.4166666666666665,12,18.19,3753.1275416666667,76
302,South,Oncology-B,205.94916666666666,2.1666666666666665,12,18.19,3746.2153416666665,77
394,South,Oncology-B,205.485,2.0833333333333335,12,18.19,3737.7721500000007,78
250,South,Oncology-B,204.2225,3.25,12,18.19,3714.807275,79
314,South,Oncology-B,202.80416666666667,1.75,12,18.19,3689.007791666667,80
95,East,Immunology-A,202.59333333333333,2.75,12,18.19,3685.172733333334,81
301,North,Oncology-A,202.385,1.5833333333333333,12,18.19,3681.38315,82
58,South,Oncology-B,201.94416666666666,1.8333333333333333,12,18.19,3673.364391666667,83
262,South,Oncology-B,201.79833333333332,1.9166666666666667,12,18.19,3670.7116833333334,84
270,South,Oncology-B,201.40166666666664,1.9166666666666667,12,18.19,3663.4963166666666,85
88,West,Diabetes-A,200.45333333333335,2.8333333333333335,12,18.19,3646.246133333334,86
282,South,Oncology-B,199.92,2.25,12,18.19,3636.5448,87
43,East,Immunology-A,199.47083333333333,2.0,12,18.19,3628.3744583333337,88
77,North,Oncology-A,198.47416666666666,2.5833333333333335,12,18.19,3610.2450916666667,89
193,North,Oncology-A,197.31166666666664,2.75,12,18.19,3589.0992166666665,90
87,East,Immunology-A,195.67583333333334,2.9166666666666665,12,18.19,3559.3434083333336,91
123,East,Immunology-A,195.1833333333333,2.0833333333333335,12,18.19,3550.384833333333,92
212,West,Diabetes-A,194.9675,2.5833333333333335,12,18.19,3546.458825,93
317,North,Oncology-A,194.39666666666668,2.8333333333333335,12,18.19,3536.075366666667,94
372,West,Diabetes-A,193.80083333333334,2.1666666666666665,12,18.19,3525.237158333334,95
340,West,Diabetes-A,192.7675,3.0833333333333335,12,18.19,3506.4408250000006,96
292,West,Diabetes-A,192.34833333333336,2.25,12,18.19,3498.816183333334,97
322,South,Oncology-B,192.2891666666667,2.4166666666666665,12,18.19,3497.739941666667,98
169,North,Oncology-A,192.26250000000002,2.0833333333333335,12,18.19,3497.2548750000005,99
189,North,Oncology-A,191.79833333333332,2.6666666666666665,12,18.19,3488.8116833333333,100
381,North,Oncology-A,191.3975,2.1666666666666665,12,18.19,3481.5205250000004,101
346,South,Oncology-B,190.9275,3.25,12,18.19,3472.9712250000002,102
154,South,Oncology-B,190.1425,1.6666666666666667,12,18.19,3458.6920750000004,103
89,North,Oncology-A,190.10916666666665,1.8333333333333333,12,18.19,3458.0857416666668,104
108,West,Diabetes-A,189.17333333333332,2.75,12,18.19,3441.062933333333,105
345,North,Oncology-A,187.86166666666668,2.4166666666666665,12,18.19,3417.2037166666673,106
132,West,Diabetes-A,187.5525,2.6666666666666665,12,18.19,3411.5799750000006,107
309,North,Oncology-A,187.22583333333333,1.6666666666666667,12,18.19,3405.6379083333336,108
74,South,Oncology-B,185.84916666666666,2.6666666666666665,12,18.19,3380.596341666667,109
308,West,Diabetes-A,185.80166666666665,2.0833333333333335,12,18.19,3379.7323166666665,110
1,North,Oncology-A,185.5633333333333,2.5,12,18.19,3375.397033333333,111
278,South,Oncology-B,185.26166666666666,2.4166666666666665,12,18.19,3369.9097166666666,112
164,West,Diabetes-A,184.135,2.5833333333333335,12,18.19,3349.41565,113
155,East,Immunology-A,182.57333333333335,1.9166666666666667,12,18.19,3321.008933333334,114
62,South,Oncology-B,181.37,2.8333333333333335,12,18.19,3299.1203000000005,115
85,North,Oncology-A,181.20166666666668,2.0833333333333335,12,18.19,3296.058316666667,116
27,East,Immunology-A,181.11416666666665,2.75,12,18.19,3294.4666916666665,117
120,West,Diabetes-A,180.71916666666667,2.5833333333333335,12,18.19,3287.281641666667,118
313,North,Oncology-A,180.18499999999997,2.3333333333333335,12,18.19,3277.56515,119
122,South,Oncology-B,179.66333333333333,2.6666666666666665,12,18.19,3268.0760333333333,120
237,North,Oncology-A,179.07083333333333,2.3333333333333335,12,18.19,3257.298458333333,121
325,North,Oncology-A,178.22333333333333,1.8333333333333333,12,18.19,3241.8824333333337,122
333,North,Oncology-A,177.57583333333332,2.5833333333333335,12,18.19,3230.104408333333,123
198,South,Oncology-B,177.19083333333333,2.0833333333333335,12,18.19,3223.1012583333336,124
368,West,Diabetes-A,176.15166666666667,2.8333333333333335,12,18.19,3204.198816666667,125
360,West,Diabetes-A,175.3375,3.1666666666666665,12,18.19,3189.389125,126
244,West,Diabetes-A,175.11083333333332,2.25,12,18.19,3185.266058333333,127
286,South,Oncology-B,174.9275,2.5,12,18.19,3181.9312250000003,128
276,West,Diabetes-A,174.01416666666668,2.0833333333333335,12,18.19,3165.317691666667,129
369,North,Oncology-A,173.69583333333333,2.4166666666666665,12,18.19,3159.5272083333334,130
350,South,Oncology-B,173.4283333333333,2.6666666666666665,12,18.19,3154.661383333333,131
373,North,Oncology-A,172.13083333333336,3.25,12,18.19,3131.059858333334,132
380,West,Diabetes-A,171.60166666666666,3.0833333333333335,12,18.19,3121.4343166666667,133
110,South,Oncology-B,171.00333333333333,1.75,12,18.19,3110.5506333333333,134
33,North,Oncology-A,170.5875,3.25,12,18.19,3102.9866250000005,135
184,West,Diabetes-A,170.53916666666666,2.5833333333333335,12,18.19,3102.1074416666665,136
211,East,Immunology-A,170.32250000000002,1.9166666666666667,12,18.19,3098.1662750000005,137
267,East,Immunology-A,170.005,2.25,12,18.19,3092.39095,138
222,South,Oncology-B,169.92583333333334,2.5,12,18.19,3090.9509083333337,139
264,West,Diabetes-A,169.77833333333334,2.4166666666666665,12,18.19,3088.2678833333334,140
248,West,Diabetes-A,169.74333333333334,2.5,12,18.19,3087.6312333333335,141
168,West,Diabetes-A,169.22333333333333,3.1666666666666665,12,18.19,3078.1724333333336,142
338,South,Oncology-B,169.00416666666666,2.6666666666666665,12,18.19,3074.185791666667,143
82,South,Oncology-B,167.96583333333334,2.5833333333333335,12,18.19,3055.2985083333338,144
49,North,Oncology-A,167.73916666666668,1.8333333333333333,12,18.19,3051.175441666667,145
382,South,Oncology-B,167.29583333333332,2.1666666666666665,12,18.19,3043.1112083333333,146
318,South,Oncology-B,166.29999999999998,2.4166666666666665,12,18.19,3024.997,147
158,South,Oncology-B,165.93916666666667,3.5833333333333335,12,18.19,3018.433441666667,148
26,South,Oncology-B,164.97416666666666,2.9166666666666665,12,18.19,3000.880091666667,149
332,West,Diabetes-A,164.2175,1.75,12,18.19,2987.1163250000004,150
181,North,Oncology-A,163.75333333333333,2.8333333333333335,12,18.19,2978.6731333333337,151
339,East,Immunology-A,163.745,1.5833333333333333,12,18.19,2978.5215500000004,152
34,South,Oncology-B,163.05583333333334,1.6666666666666667,12,18.19,2965.985608333334,153
236,West,Diabetes-A,162.93833333333333,1.75,12,18.19,2963.8482833333337,154
99,East,Immunology-A,162.5775,2.4166666666666665,12,18.19,2957.284725,155
305,North,Oncology-A,162.47666666666666,2.6666666666666665,12,18.19,2955.450566666667,156
66,South,Oncology-B,162.30416666666667,1.6666666666666667,12,18.19,2952.312791666667,157
124,West,Diabetes-A,162.24333333333334,3.0,12,18.19,2951.206233333334,158
148,West,Diabetes-A,161.88333333333333,2.25,12,18.19,2944.657833333333,159
195,East,Immunology-A,161.67916666666665,1.9166666666666667,12,18.19,2940.9440416666666,160
69,North,Oncology-A,161.4975,2.1666666666666665,12,18.19,2937.639525,161
271,East,Immunology-A,161.12666666666667,1.5,12,18.19,2930.8940666666667,162
48,West,Diabetes-A,160.43583333333333,3.25,12,18.19,2918.3278083333335,163
138,South,Oncology-B,160.25,2.25,12,18.19,2914.9475,164
357,North,Oncology-A,159.75833333333333,1.5,12,18.19,2906.0040833333333,165
300,West,Diabetes-A,158.95416666666668,2.8333333333333335,12,18.19,2891.376291666667,166
389,North,Oncology-A,158.83166666666668,2.75,12,18.19,2889.148016666667,167
103,East,Immunology-A,158.5,2.5,12,18.19,2883.1150000000002,168
64,West,Diabetes-A,158.39166666666668,2.9166666666666665,12,18.19,2881.144416666667,169
227,East,Immunology-A,158.38083333333333,1.5,12,18.19,2880.9473583333333,170
207,East,Immunology-A,157.29916666666668,2.0833333333333335,12,18.19,2861.271841666667,171
210,South,Oncology-B,155.9425,2.25,12,18.19,2836.594075,172
261,North,Oncology-A,155.64333333333335,2.9166666666666665,12,18.19,2831.1522333333337,173
384,West,Diabetes-A,155.05999999999997,2.4166666666666665,12,18.19,2820.5413999999996,174
16,West,Diabetes-A,154.91916666666665,2.9166666666666665,12,18.19,2817.979641666667,175
172,West,Diabetes-A,154.71416666666667,2.3333333333333335,12,18.19,2814.250691666667,176
12,West,Diabetes-A,154.64666666666668,2.25,12,18.19,2813.022866666667,177
93,North,Oncology-A,154.34166666666667,2.5,12,18.19,2807.474916666667,178
224,West,Diabetes-A,153.68583333333333,2.75,12,18.19,2795.5453083333337,179
392,West,Diabetes-A,153.65166666666667,2.5833333333333335,12,18.19,2794.923816666667,180
242,South,Oncology-B,152.86833333333334,2.0,12,18.19,2780.674983333334,181
205,North,Oncology-A,151.97083333333333,1.9166666666666667,12,18.19,2764.3494583333336,182
187,East,Immunology-A,151.86,2.5,12,18.19,2762.3334000000004,183
208,West,Diabetes-A,151.81,2.3333333333333335,12,18.19,2761.4239000000002,184
30,South,Oncology-B,151.7325,2.5,12,18.19,2760.014175,185
379,East,Immunology-A,150.72166666666666,1.75,12,18.19,2741.627116666667,186
11,East,Immunology-A,150.4975,3.0833333333333335,12,18.19,2737.5495250000004,187
349,North,Oncology-A,149.67,2.0,12,18.19,2722.4973,188
354,South,Oncology-B,148.85666666666665,3.25,12,18.19,2707.702766666667,189
156,West,Diabetes-A,146.98749999999998,1.5833333333333333,12,18.19,2673.702625,190
281,North,Oncology-A,146.62,2.8333333333333335,12,18.19,2667.0178,191
370,South,Oncology-B,146.43916666666667,2.5,12,18.19,2663.7284416666666,192
153,North,Oncology-A,146.305,3.0833333333333335,12,18.19,2661.2879500000004,193
247,East,Immunology-A,145.84416666666667,3.3333333333333335,12,18.19,2652.9053916666667,194
304,West,Diabetes-A,144.88500000000002,1.9166666666666667,12,18.19,2635.4581500000004,195
137,North,Oncology-A,144.745,2.8333333333333335,12,18.19,2632.9115500000003,196
25,North,Oncology-A,143.98333333333332,2.0,12,18.19,2619.056833333333,197
217,North,Oncology-A,143.8325,2.25,12,18.19,2616.3131750000002,198
51,East,Immunology-A,143.26666666666668,2.3333333333333335,12,18.19,2606.0206666666672,199
178,South,Oncology-B,142.9775,1.75,12,18.19,2600.760725,200
307,East,Immunology-A,142.80166666666668,2.5833333333333335,12,18.19,2597.562316666667,201
39,East,Immunology-A,142.24583333333334,2.3333333333333335,12,18.19,2587.4517083333335,202
36,West,Diabetes-A,142.15583333333333,1.75,12,18.19,2585.8146083333336,203
54,South,Oncology-B,142.1475,2.1666666666666665,12,18.19,2585.6630250000003,204
86,South,Oncology-B,142.00166666666667,1.9166666666666667,12,18.19,2583.0103166666668,205
342,South,Oncology-B,140.0275,2.5833333333333335,12,18.19,2547.100225,206
141,North,Oncology-A,139.82500000000002,1.9166666666666667,12,18.19,2543.4167500000003,207
116,West,Diabetes-A,139.63,2.3333333333333335,12,18.19,2539.8697,208
24,West,Diabetes-A,139.61833333333334,2.0833333333333335,12,18.19,2539.6574833333334,209
374,South,Oncology-B,139.13500000000002,2.6666666666666665,12,18.19,2530.8656500000006,210
306,South,Oncology-B,138.57333333333332,2.5,12,18.19,2520.6489333333334,211
10,South,Oncology-B,138.47833333333332,2.1666666666666665,12,18.19,2518.920883333333,212
327,East,Immunology-A,138.37416666666667,2.4166666666666665,12,18.19,2517.026091666667,213
319,East,Immunology-A,138.36166666666665,2.4166666666666665,12,18.19,2516.7987166666667,214
204,West,Diabetes-A,138.1475,2.25,12,18.19,2512.9030250000005,215
259,East,Immunology-A,136.07583333333335,2.75,12,18.19,2475.219408333334,216
142,South,Oncology-B,135.915,1.9166666666666667,12,18.19,2472.29385,217
162,South,Oncology-B,135.34666666666666,2.5833333333333335,12,18.19,2461.9558666666667,218
298,South,Oncology-B,134.93916666666667,2.0833333333333335,12,18.19,2454.5434416666667,219
106,South,Oncology-B,134.79999999999998,1.9166666666666667,12,18.19,2452.0119999999997,220
315,East,Immunology-A,134.67999999999998,2.0833333333333335,12,18.19,2449.8291999999997,221
245,North,Oncology-A,134.67333333333332,2.4166666666666665,12,18.19,2449.707933333333,222
263,East,Immunology-A,134.51916666666668,2.5833333333333335,12,18.19,2446.903641666667,223
375,East,Immunology-A,133.66,2.3333333333333335,12,18.19,2431.2754,224
273,North,Oncology-A,133.46916666666667,1.8333333333333333,12,18.19,2427.804141666667,225
294,South,Oncology-B,133.35083333333333,2.6666666666666665,12,18.19,2425.651658333333,226
97,North,Oncology-A,132.14833333333334,2.0,12,18.19,2403.778183333334,227
75,East,Immunology-A,131.16583333333332,2.0833333333333335,12,18.19,2385.9065083333335,228
254,South,Oncology-B,131.15666666666667,3.3333333333333335,12,18.19,2385.739766666667,229
114,South,Oncology-B,130.8925,2.9166666666666665,12,18.19,2380.934575,230
56,West,Diabetes-A,130.51500000000001,2.1666666666666665,12,18.19,2374.0678500000004,231
37,North,Oncology-A,130.125,1.5,12,18.19,2366.97375,232
35,East,Immunology-A,129.8975,2.3333333333333335,12,18.19,2362.8355250000004,233
396,West,Diabetes-A,129.88583333333335,2.5,12,18.19,2362.6233083333336,234
251,East,Immunology-A,129.615,3.25,12,18.19,2357.6968500000003,235
80,West,Diabetes-A,129.27166666666668,2.1666666666666665,12,18.19,2351.451616666667,236
200,West,Diabetes-A,129.25333333333333,2.0833333333333335,12,18.19,2351.1181333333334,237
291,East,Immunology-A,129.07333333333335,2.3333333333333335,12,18.19,2347.843933333334,238
344,West,Diabetes-A,128.90166666666667,2.4166666666666665,12,18.19,2344.721316666667,239
102,South,Oncology-B,128.88083333333333,2.25,12,18.19,2344.3423583333333,240
22,South,Oncology-B,128.84833333333333,2.4166666666666665,12,18.19,2343.7511833333333,241
249,North,Oncology-A,128.6916666666667,2.3333333333333335,12,18.19,2340.9014166666675,242
53,North,Oncology-A,128.4975,2.6666666666666665,12,18.19,2337.369525,243
174,South,Oncology-B,127.92916666666667,1.5,12,18.19,2327.031541666667,244
7,East,Immunology-A,127.57833333333333,2.5833333333333335,12,18.19,2320.6498833333335,245
258,South,Oncology-B,126.80666666666667,1.75,12,18.19,2306.6132666666667,246
228,West,Diabetes-A,126.79,2.25,12,18.19,2306.3101,247
91,East,Immunology-A,126.36333333333333,1.9166666666666667,12,18.19,2298.549033333333,248
143,East,Immunology-A,125.67,2.3333333333333335,12,18.19,2285.9373,249
367,East,Immunology-A,125.55666666666666,2.3333333333333335,12,18.19,2283.8757666666666,250
59,East,Immunology-A,124.91083333333334,2.25,12,18.19,2272.1280583333337,251
96,West,Diabetes-A,124.89666666666666,2.75,12,18.19,2271.8703666666665,252
133,North,Oncology-A,123.98,1.4166666666666667,12,18.19,2255.1962000000003,253
365,North,Oncology-A,123.875,3.1666666666666665,12,18.19,2253.28625,254
243,East,Immunology-A,123.85416666666667,2.4166666666666665,12,18.19,2252.907291666667,255
194,South,Oncology-B,123.42833333333333,1.75,12,18.19,2245.1613833333336,256
284,West,Diabetes-A,122.98583333333333,2.5,12,18.19,2237.1123083333337,257
202,South,Oncology-B,122.42333333333333,2.1666666666666665,12,18.19,2226.8804333333333,258
283,East,Immunology-A,121.40583333333332,2.5,12,18.19,2208.372108333333,259
160,West,Diabetes-A,121.06166666666667,2.25,12,18.19,2202.111716666667,260
185,North,Oncology-A,120.82166666666666,2.9166666666666665,12,18.19,2197.7461166666667,261
61,North,Oncology-A,120.46249999999999,2.0833333333333335,12,18.19,2191.212875,262
321,North,Oncology-A,120.38833333333334,2.8333333333333335,12,18.19,2189.8637833333337,263
152,West,Diabetes-A,120.04,2.1666666666666665,12,18.19,2183.5276000000003,264
65,North,Oncology-A,119.84583333333335,2.25,12,18.19,2179.995708333334,265
140,West,Diabetes-A,119.57333333333334,2.6666666666666665,12,18.19,2175.0389333333337,266
165,North,Oncology-A,119.1675,2.5833333333333335,12,18.19,2167.656825,267
232,West,Diabetes-A,118.42166666666667,2.5,12,18.19,2154.0901166666667,268
240,West,Diabetes-A,118.20416666666667,2.25,12,18.19,2150.1337916666666,269
219,East,Immunology-A,118.18166666666667,2.5833333333333335,12,18.19,2149.724516666667,270
151,East,Immunology-A,117.93583333333333,3.1666666666666665,12,18.19,2145.2528083333336,271
279,East,Immunology-A,116.16916666666667,1.8333333333333333,12,18.19,2113.117141666667,272
387,East,Immunology-A,115.76916666666666,2.1666666666666665,12,18.19,2105.8411416666668,273
44,West,Diabetes-A,115.44666666666667,2.4166666666666665,12,18.19,2099.974866666667,274
157,North,Oncology-A,114.91250000000001,1.8333333333333333,12,18.19,2090.2583750000003,275
41,North,Oncology-A,114.4175,2.0833333333333335,12,18.19,2081.2543250000003,276
328,West,Diabetes-A,113.86666666666667,2.5833333333333335,12,18.19,2071.2346666666667,277
170,South,Oncology-B,113.83666666666666,2.4166666666666665,12,18.19,2070.6889666666666,278
214,South,Oncology-B,113.45916666666666,3.3333333333333335,12,18.19,2063.8222416666667,279
18,South,Oncology-B,112.83,2.5,12,18.19,2052.3777,280
399,East,Immunology-A,112.72333333333334,2.25,12,18.19,2050.4374333333335,281
15,East,Immunology-A,112.7075,1.9166666666666667,12,18.19,2050.149425,282
31,East,Immunology-A,111.9225,2.8333333333333335,12,18.19,2035.8702750000002,283
257,North,Oncology-A,111.53166666666668,2.4166666666666665,12,18.19,2028.761016666667,284
197,North,Oncology-A,111.30416666666667,2.8333333333333335,12,18.19,2024.622791666667,285
229,North,Oncology-A,111.23833333333334,2.0,12,18.19,2023.4252833333337,286
76,West,Diabetes-A,109.37333333333333,2.25,12,18.19,1989.5009333333335,287
45,North,Oncology-A,109.00666666666666,2.25,12,18.19,1982.8312666666668,288
150,South,Oncology-B,108.95583333333333,2.0,12,18.19,1981.9066083333335,289
196,West,Diabetes-A,108.90666666666668,3.5,12,18.19,1981.012266666667,290
255,East,Immunology-A,108.26083333333334,2.5833333333333335,12,18.19,1969.2645583333335,291
60,West,Diabetes-A,107.6325,1.9166666666666667,12,18.19,1957.835175,292
334,South,Oncology-B,107.14916666666666,2.3333333333333335,12,18.19,1949.0433416666667,293
73,North,Oncology-A,107.13833333333334,2.0833333333333335,12,18.19,1948.8462833333335,294
337,North,Oncology-A,106.82416666666666,1.9166666666666667,12,18.19,1943.1315916666665,295
223,East,Immunology-A,106.7925,2.0,12,18.19,1942.5555750000003,296
8,West,Diabetes-A,106.39166666666667,1.9166666666666667,12,18.19,1935.2644166666669,297
3,East,Immunology-A,105.98583333333333,2.0,12,18.19,1927.8823083333334,298
329,North,Oncology-A,105.95333333333333,1.6666666666666667,12,18.19,1927.2911333333334,299
130,South,Oncology-B,105.6875,2.4166666666666665,12,18.19,1922.455625,300
383,East,Immunology-A,105.3925,2.8333333333333335,12,18.19,1917.0895750000002,301
57,North,Oncology-A,104.815,2.3333333333333335,12,18.19,1906.5848500000002,302
183,East,Immunology-A,104.2725,1.9166666666666667,12,18.19,1896.716775,303
260,West,Diabetes-A,104.2075,2.5833333333333335,12,18.19,1895.534425,304
390,South,Oncology-B,104.19,2.6666666666666665,12,18.19,1895.2161,305
386,South,Oncology-B,103.97583333333334,2.3333333333333335,12,18.19,1891.3204083333337,306
21,North,Oncology-A,102.47333333333331,2.3333333333333335,12,18.19,1863.989933333333,307
361,North,Oncology-A,102.42166666666667,1.8333333333333333,12,18.19,1863.0501166666668,308
125,North,Oncology-A,102.16333333333334,3.1666666666666665,12,18.19,1858.3510333333336,309
347,East,Immunology-A,102.14999999999999,2.4166666666666665,12,18.19,1858.1085,310
128,West,Diabetes-A,101.95833333333333,2.1666666666666665,12,18.19,1854.6220833333334,311
46,South,Oncology-B,101.84666666666668,2.9166666666666665,12,18.19,1852.590866666667,312
377,North,Oncology-A,101.63083333333333,2.1666666666666665,12,18.19,1848.6648583333333,313
182,South,Oncology-B,101.4175,1.75,12,18.19,1844.7843250000003,314
398,South,Oncology-B,101.35083333333334,2.4166666666666665,12,18.19,1843.5716583333335,315
72,West,Diabetes-A,101.20333333333333,2.3333333333333335,12,18.19,1840.8886333333335,316
14,South,Oncology-B,101.13166666666666,1.0833333333333333,12,18.19,1839.5850166666667,317
296,West,Diabetes-A,101.05666666666667,1.3333333333333333,12,18.19,1838.2207666666668,318
351,East,Immunology-A,100.66333333333334,2.4166666666666665,12,18.19,1831.0660333333335,319
67,East,Immunology-A,100.23583333333333,3.25,12,18.19,1823.2898083333334,320
40,West,Diabetes-A,100.03833333333334,2.1666666666666665,12,18.19,1819.6972833333336,321
359,East,Immunology-A,99.99416666666667,2.0833333333333335,12,18.19,1818.8938916666668,322
23,East,Immunology-A,99.32083333333333,2.0,12,18.19,1806.6459583333333,323
105,North,Oncology-A,99.30250000000001,1.9166666666666667,12,18.19,1806.3124750000004,324
17,North,Oncology-A,98.66333333333334,2.6666666666666665,12,18.19,1794.6860333333336,325
5,North,Oncology-A,98.65916666666665,1.8333333333333333,12,18.19,1794.6102416666665,326
320,West,Diabetes-A,98.28500000000001,2.4166666666666665,12,18.19,1787.8041500000004,327
225,North,Oncology-A,98.28333333333335,2.5,12,18.19,1787.7738333333336,328
92,West,Diabetes-A,98.05166666666666,2.8333333333333335,12,18.19,1783.5598166666666,329
280,West,Diabetes-A,97.90583333333332,2.4166666666666665,12,18.19,1780.907108333333,330
