hcp_id,region,product,train_sales,train_promo,predicted_sales,sales_percentile,response_percentile,priority_score,priority_band,test_sales
164,West,Diabetes-A,182.6222222222222,2.6666666666666665,163.24183247978988,0.715,0.87,0.7925,Prioritize,188.67333333333332
220,West,Diabetes-A,282.1022222222222,2.111111111111111,152.91038603715683,0.9875,0.585,0.78625,Prioritize,326.50333333333333
376,West,Diabetes-A,207.2188888888889,2.6666666666666665,158.3895588878187,0.82,0.7525,0.7862499999999999,Prioritize,207.93666666666664
354,South,Oncology-B,156.41444444444446,3.888888888888889,185.37701215062728,0.5625,1.0,0.78125,Prioritize,126.18333333333334
64,West,Diabetes-A,156.42555555555555,3.111111111111111,175.86676509154518,0.565,0.99,0.7775,Prioritize,164.29
360,West,Diabetes-A,172.33333333333334,2.7777777777777777,163.71437006728763,0.67,0.8825,0.77625,Prioritize,184.35
122,South,Oncology-B,182.14999999999998,2.5555555555555554,162.0329603658274,0.71,0.8375,0.7737499999999999,Prioritize,172.20333333333335
352,West,Diabetes-A,260.3755555555556,2.111111111111111,152.97049715043195,0.9525,0.5875,0.77,Prioritize,243.49333333333334
239,East,Immunology-A,276.84555555555556,2.4444444444444446,152.41990163356763,0.9775,0.5575,0.7675000000000001,Prioritize,242.33666666666667
48,West,Diabetes-A,155.6522222222222,3.2222222222222223,171.76095779322398,0.56,0.9725,0.7662500000000001,Prioritize,174.78666666666666
364,West,Diabetes-A,310.6588888888889,2.2222222222222223,151.83497564833203,0.9975,0.535,0.7662500000000001,Prioritize,298.5133333333333
222,South,Oncology-B,173.81333333333333,2.6666666666666665,162.72686659958364,0.6775,0.8525,0.765,Prioritize,158.26333333333332
372,West,Diabetes-A,200.28,2.4444444444444446,157.16541280298327,0.7975,0.73,0.7637499999999999,Prioritize,174.36333333333334
276,West,Diabetes-A,183.95,2.4444444444444446,159.9592275686797,0.73,0.795,0.7625,Prioritize,144.20666666666668
26,South,Oncology-B,158.16444444444446,3.111111111111111,167.52941278804045,0.5825,0.9425,0.7625,Prioritize,185.40333333333334
55,East,Immunology-A,206.47444444444443,2.6666666666666665,156.11338186621455,0.815,0.7075,0.76125,Prioritize,230.37666666666667
231,East,Immunology-A,249.25777777777773,2.5555555555555554,152.79978086727863,0.93,0.575,0.7525,Prioritize,244.86666666666667
300,West,Diabetes-A,158.47333333333333,2.7777777777777777,165.26096184582764,0.5875,0.915,0.75125,Prioritize,160.39666666666668
144,West,Diabetes-A,210.57,2.4444444444444446,155.24233188111475,0.8375,0.6625,0.75,Prioritize,237.62333333333333
68,West,Diabetes-A,208.09666666666666,2.2222222222222223,155.338822013753,0.8225,0.6775,0.75,Prioritize,210.03333333333333
181,North,Oncology-A,165.04555555555555,2.888888888888889,163.01021383557995,0.6375,0.86,0.74875,Prioritize,159.87666666666667
224,West,Diabetes-A,157.32222222222222,2.6666666666666665,164.46690402458887,0.5775,0.9075,0.7424999999999999,Prioritize,142.77666666666667
27,East,Immunology-A,191.59666666666666,3.0,157.47008636095975,0.7475,0.735,0.74125,Prioritize,149.66666666666666
278,South,Oncology-B,184.8,2.5555555555555554,158.38356743415892,0.7325,0.75,0.74125,Prioritize,186.64666666666668
247,East,Immunology-A,153.20444444444445,3.6666666666666665,167.8019084445756,0.5375,0.945,0.74125,Prioritize,123.76333333333332
382,South,Oncology-B,172.05666666666667,2.3333333333333335,160.82161892883974,0.6675,0.8125,0.74,Prioritize,153.01333333333335
16,West,Diabetes-A,146.6677777777778,3.111111111111111,171.15814506286887,0.5075,0.9675,0.7375,Prioritize,179.67333333333332
162,South,Oncology-B,151.44444444444446,3.0,167.99230707245363,0.5275,0.9475,0.7375,Prioritize,87.05333333333333
392,West,Diabetes-A,162.94222222222223,2.6666666666666665,162.18260538278207,0.6275,0.845,0.73625,Prioritize,125.78000000000002
30,South,Oncology-B,154.62444444444444,2.6666666666666665,164.66196974410715,0.55,0.91,0.73,Prioritize,143.05666666666667
374,South,Oncology-B,148.1288888888889,2.888888888888889,166.88444938748248,0.5175,0.935,0.7262500000000001,Prioritize,112.15333333333335
373,North,Oncology-A,162.63888888888889,3.0,161.41148794895514,0.6225,0.8275,0.7250000000000001,Prioritize,200.60666666666665
62,South,Oncology-B,178.76222222222222,2.5555555555555554,157.82921162038429,0.7025,0.745,0.72375,Prioritize,189.1933333333333
139,East,Immunology-A,197.50666666666666,2.7777777777777777,155.2580603354242,0.78,0.665,0.7225,Prioritize,243.35666666666665
292,West,Diabetes-A,193.42666666666668,2.2222222222222223,155.41045798665195,0.755,0.6825,0.71875,Prioritize,189.11333333333334
248,West,Diabetes-A,172.40333333333334,2.5555555555555554,158.56694178677037,0.6725,0.7575,0.715,Prioritize,161.76333333333335
381,North,Oncology-A,209.10333333333335,2.5555555555555554,153.2915226804107,0.825,0.6025,0.71375,Prioritize,138.28
208,West,Diabetes-A,158.17777777777778,2.7777777777777777,162.1215824010801,0.585,0.84,0.7124999999999999,Prioritize,132.70666666666668
254,South,Oncology-B,131.5677777777778,3.5555555555555554,178.11322396475774,0.43,0.9925,0.71125,Prioritize,129.92333333333332
218,South,Oncology-B,295.6722222222222,2.0,149.06174841278386,0.9925,0.425,0.70875,Prioritize,323.90333333333336
370,South,Oncology-B,154.08777777777777,2.6666666666666665,163.1286800826093,0.545,0.8675,0.70625,Prioritize,123.49333333333334
172,West,Diabetes-A,159.3188888888889,2.4444444444444446,161.21159275952385,0.59,0.8175,0.70375,Prioritize,140.9
282,South,Oncology-B,201.0977777777778,2.111111111111111,153.29696331984755,0.8025,0.605,0.70375,Prioritize,196.38666666666666
342,South,Oncology-B,152.43111111111114,2.7777777777777777,163.3094393742437,0.53,0.8725,0.70125,Prioritize,102.81666666666666
120,West,Diabetes-A,174.48999999999998,2.3333333333333335,156.4428752091091,0.6825,0.72,0.7012499999999999,Prioritize,199.40666666666667
317,North,Oncology-A,193.6288888888889,2.5555555555555554,154.23802067840097,0.7575,0.63,0.69375,Prioritize,196.70000000000002
33,North,Oncology-A,162.79555555555555,2.888888888888889,158.59906959533467,0.625,0.76,0.6925,Prioritize,193.96333333333334
137,North,Oncology-A,146.3,3.111111111111111,163.36832813660362,0.505,0.8775,0.6912499999999999,Prioritize,140.08
322,South,Oncology-B,197.26555555555558,2.2222222222222223,153.56489587973383,0.7725,0.61,0.6912499999999999,Prioritize,177.36
338,South,Oncology-B,161.6833333333333,2.4444444444444446,158.75403050109827,0.6125,0.7675,0.69,Prioritize,190.96666666666667
221,North,Oncology-A,210.4811111111111,2.2222222222222223,152.06610664445822,0.835,0.5425,0.68875,Prioritize,206.97
163,East,Immunology-A,278.1411111111111,2.4444444444444446,148.2845396602883,0.98,0.395,0.6875,Prioritize,279.55333333333334
261,North,Oncology-A,157.0977777777778,3.0,160.34398519305873,0.57,0.805,0.6875,Prioritize,151.28
333,North,Oncology-A,173.5711111111111,2.6666666666666665,155.65906511853896,0.675,0.6975,0.68625,Prioritize,189.59
63,East,Immunology-A,213.69333333333333,2.7777777777777777,151.56069425866986,0.8525,0.5125,0.6825,Prioritize,199.5566666666667
114,South,Oncology-B,132.6988888888889,3.0,166.51398632054313,0.4375,0.925,0.68125,Prioritize,125.47333333333334
82,South,Oncology-B,162.95555555555555,2.4444444444444446,156.25444232309772,0.63,0.715,0.6725,Prioritize,182.99666666666667
365,North,Oncology-A,123.97555555555556,3.4444444444444446,171.5159251470304,0.3725,0.97,0.67125,Prioritize,123.57333333333334
103,East,Immunology-A,164.07333333333332,3.0,156.14570357971968,0.6325,0.71,0.6712499999999999,Prioritize,141.78
124,West,Diabetes-A,153.39,2.4444444444444446,160.25156115342293,0.54,0.8,0.67,Prioritize,188.80333333333337
394,South,Oncology-B,210.19,2.111111111111111,151.22508663099643,0.8325,0.4975,0.665,Prioritize,191.37
326,South,Oncology-B,222.52777777777777,2.111111111111111,149.92837911329855,0.87,0.46,0.665,Prioritize,202.59666666666666
126,South,Oncology-B,212.14222222222222,2.111111111111111,150.46193968249824,0.8425,0.48,0.66125,Prioritize,201.31333333333336
397,North,Oncology-A,239.43444444444444,2.2222222222222223,148.80711808172586,0.9025,0.415,0.65875,Prioritize,221.67333333333332
95,East,Immunology-A,194.1877777777778,2.6666666666666665,152.26911302543022,0.7625,0.55,0.65625,Prioritize,227.81000000000003
389,North,Oncology-A,160.46222222222224,2.7777777777777777,155.68594436535167,0.605,0.7,0.6525,Prioritize,153.94
358,South,Oncology-B,244.36666666666667,1.8888888888888888,148.13875316276042,0.9175,0.3875,0.6525,Prioritize,245.92999999999998
251,East,Immunology-A,131.3722222222222,3.2222222222222223,163.3126030765415,0.4275,0.875,0.65125,Prioritize,124.34333333333332
214,South,Oncology-B,114.96555555555557,3.4444444444444446,175.86259673275904,0.31,0.9875,0.64875,Prioritize,108.94
153,North,Oncology-A,149.22333333333333,2.888888888888889,158.8590830758792,0.525,0.7725,0.6487499999999999,Prioritize,137.54999999999998
244,West,Diabetes-A,170.86777777777777,2.2222222222222223,154.3517282526754,0.66,0.635,0.6475,Prioritize,187.84
184,West,Diabetes-A,166.93333333333334,2.2222222222222223,154.59608869233276,0.645,0.645,0.645,Prioritize,181.35666666666665
191,East,Immunology-A,265.18111111111114,2.3333333333333335,146.68148188473094,0.9625,0.3175,0.64,Prioritize,293.37
196,West,Diabetes-A,111.63111111111112,3.888888888888889,184.07044047577622,0.2825,0.9975,0.64,Prioritize,100.73333333333333
230,South,Oncology-B,229.58555555555554,1.8888888888888888,148.25662446546573,0.885,0.39,0.6375,Prioritize,219.70666666666668
189,North,Oncology-A,195.81333333333333,2.4444444444444446,151.3415625117295,0.7675,0.505,0.63625,Prioritize,179.75333333333333
1,North,Oncology-A,183.89888888888888,2.3333333333333335,151.83985242969365,0.7275,0.5375,0.6325000000000001,Prioritize,190.55666666666664
305,North,Oncology-A,165.9377777777778,2.5555555555555554,154.0051850983674,0.6425,0.62,0.63125,Prioritize,152.09333333333333
140,West,Diabetes-A,125.23666666666665,2.888888888888889,163.04088890702275,0.39,0.865,0.6275,Prioritize,102.58333333333333
294,South,Oncology-B,136.73222222222222,2.6666666666666665,159.67617180854356,0.465,0.7875,0.62625,Prioritize,123.20666666666666
284,West,Diabetes-A,134.26222222222225,2.7777777777777777,160.25486602872036,0.4475,0.8025,0.625,Prioritize,89.15666666666668
146,South,Oncology-B,240.2088888888889,2.0,147.09946736774938,0.905,0.3425,0.62375,Prioritize,268.05
384,West,Diabetes-A,159.89111111111112,2.2222222222222223,154.53972414282396,0.6025,0.6425,0.6225,Prioritize,140.56666666666666
355,East,Immunology-A,236.9377777777778,2.3333333333333335,147.2547399401279,0.895,0.35,0.6225,Prioritize,242.08666666666667
67,East,Immunology-A,112.57666666666667,3.6666666666666665,168.03099746084277,0.295,0.95,0.6224999999999999,Prioritize,63.21333333333333
312,West,Diabetes-A,268.2944444444445,1.7777777777777777,145.23566846449458,0.9675,0.27,0.61875,Prioritize,272.88
22,South,Oncology-B,124.97444444444444,2.6666666666666665,162.50605324220507,0.3825,0.85,0.61625,Prioritize,140.47
46,South,Oncology-B,109.59444444444445,3.0,168.44534290130025,0.2725,0.9525,0.6125,Prioritize,78.60333333333332
369,North,Oncology-A,171.0388888888889,2.5555555555555554,152.4517133008601,0.6625,0.56,0.6112500000000001,Prioritize,181.66666666666666
310,South,Oncology-B,206.14444444444445,1.8888888888888888,148.6329978632599,0.8125,0.405,0.60875,Develop,225.10666666666668
151,East,Immunology-A,117.65555555555557,3.2222222222222223,163.75747899203375,0.3275,0.885,0.60625,Develop,118.77666666666666
237,North,Oncology-A,183.17777777777778,2.3333333333333335,150.82871422330595,0.72,0.4875,0.60375,Develop,166.75
185,North,Oncology-A,119.83999999999999,2.888888888888889,162.74131158758127,0.3525,0.855,0.60375,Develop,123.76666666666665
304,West,Diabetes-A,148.82222222222222,2.2222222222222223,155.33519119552088,0.5225,0.675,0.59875,Develop,133.07333333333335
80,West,Diabetes-A,137.23444444444442,2.2222222222222223,156.59118720459716,0.4675,0.7275,0.5975,Develop,105.38333333333333
123,East,Immunology-A,194.82333333333332,2.3333333333333335,149.06973660363533,0.765,0.4275,0.59625,Develop,196.26333333333332
272,West,Diabetes-A,254.85000000000002,1.8888888888888888,144.6817964222145,0.9425,0.2475,0.595,Develop,238.29999999999998
149,North,Oncology-A,252.55555555555554,2.0,144.53395780177013,0.9375,0.235,0.5862499999999999,Develop,259.24666666666667
281,North,Oncology-A,147.8711111111111,2.6666666666666665,155.11673152741935,0.515,0.655,0.585,Develop,142.86666666666667
306,South,Oncology-B,134.63777777777779,2.4444444444444446,156.35375355953883,0.4525,0.7175,0.585,Develop,150.38
169,North,Oncology-A,197.43666666666667,2.111111111111111,147.73114095760772,0.7775,0.3775,0.5775,Develop,176.74
188,West,Diabetes-A,244.91555555555553,1.8888888888888888,144.5210941781111,0.92,0.2325,0.57625,Develop,261.82666666666665
313,North,Oncology-A,176.91444444444446,2.2222222222222223,149.8455499341587,0.695,0.4575,0.5762499999999999,Develop,189.99666666666667
51,East,Immunology-A,153.9911111111111,2.7777777777777777,153.21850375077182,0.5425,0.5975,0.5700000000000001,Develop,111.09333333333335
200,West,Diabetes-A,136.46555555555557,2.2222222222222223,155.31477756844296,0.4625,0.6725,0.5675,Develop,107.61666666666667
12,West,Diabetes-A,155.32888888888888,2.111111111111111,152.80604834256215,0.555,0.5775,0.56625,Develop,152.6
270,South,Oncology-B,206.76666666666665,2.0,146.46107174092379,0.8175,0.31,0.56375,Develop,185.30666666666664
362,South,Oncology-B,102.08111111111111,3.0,165.35405234717282,0.21,0.9175,0.56375,Develop,48.17666666666667
101,North,Oncology-A,213.98444444444445,2.2222222222222223,145.24138334561133,0.855,0.2725,0.56375,Develop,212.56333333333336
177,North,Oncology-A,230.56111111111113,2.0,144.5408378207374,0.8875,0.2375,0.5625,Develop,189.14666666666668
138,South,Oncology-B,159.69222222222223,2.3333333333333335,151.6529832379422,0.5975,0.52375,0.560625,Develop,161.92333333333332
217,North,Oncology-A,148.18555555555557,2.5555555555555554,153.0624336641435,0.52,0.5925,0.55625,Develop,130.77333333333334
93,North,Oncology-A,147.69555555555556,2.2222222222222223,153.23806284048354,0.51,0.6,0.5549999999999999,Develop,174.28
148,West,Diabetes-A,159.72666666666666,2.2222222222222223,151.44143782419505,0.6,0.51,0.5549999999999999,Develop,168.35333333333332
125,North,Oncology-A,107.0411111111111,3.3333333333333335,162.95003281422586,0.25,0.8575,0.55375,Develop,87.53000000000002
262,South,Oncology-B,196.14111111111112,1.5555555555555556,147.08019489053444,0.77,0.3375,0.55375,Develop,218.77
288,West,Diabetes-A,94.91666666666667,2.888888888888889,167.38129545125923,0.1675,0.94,0.55375,Develop,68.43666666666667
321,North,Oncology-A,120.35222222222222,2.888888888888889,157.59481140791425,0.3575,0.74,0.54875,Develop,120.49666666666667
10,South,Oncology-B,135.3422222222222,2.2222222222222223,154.35522072874295,0.46,0.6375,0.54875,Develop,147.88666666666668
53,North,Oncology-A,125.91444444444444,2.5555555555555554,155.5397546542524,0.3975,0.69,0.54375,Develop,136.24666666666667
308,West,Diabetes-A,177.97222222222223,1.7777777777777777,148.09272779866706,0.7,0.385,0.5425,Develop,209.29
110,South,Oncology-B,174.95333333333332,1.7777777777777777,148.26435842701116,0.69,0.3925,0.54125,Develop,159.15333333333334
336,West,Diabetes-A,97.07666666666665,2.6666666666666665,163.92082386970282,0.1825,0.8975,0.54,Develop,67.32666666666667
318,South,Oncology-B,154.9011111111111,2.111111111111111,151.67873556840857,0.5525,0.5275,0.54,Develop,200.49666666666667
345,North,Oncology-A,182.44111111111113,2.2222222222222223,147.60234441847055,0.7125,0.365,0.5387500000000001,Develop,204.12333333333333
77,North,Oncology-A,183.75555555555556,2.2222222222222223,147.24162406156353,0.725,0.3475,0.53625,Develop,242.63
383,East,Immunology-A,114.0977777777778,3.2222222222222223,158.80774772443525,0.3025,0.77,0.53625,Develop,79.27666666666666
210,South,Oncology-B,154.33,2.3333333333333335,151.6529832379422,0.5475,0.52375,0.535625,Develop,160.78
286,South,Oncology-B,164.88111111111112,2.0,149.15417963025772,0.635,0.43,0.5325,Develop,205.0666666666667
98,South,Oncology-B,102.60111111111111,2.4444444444444446,162.17746787170043,0.2225,0.8425,0.5325,Develop,58.70666666666667
242,South,Oncology-B,157.53222222222223,2.0,150.46654018884277,0.58,0.4825,0.53125,Develop,138.87666666666667
102,South,Oncology-B,123.07333333333332,2.3333333333333335,155.60673197700896,0.365,0.695,0.53,Develop,146.3033333333333
155,East,Immunology-A,189.7188888888889,2.111111111111111,146.46266136850716,0.7425,0.3125,0.5275000000000001,Develop,161.13666666666668
85,North,Oncology-A,182.79333333333332,2.2222222222222223,146.88728636059247,0.7175,0.33,0.52375,Develop,176.42666666666665
127,East,Immunology-A,275.2088888888889,1.6666666666666667,138.33235447322753,0.975,0.0725,0.5237499999999999,Develop,324.59999999999997
11,East,Immunology-A,140.07888888888888,2.5555555555555554,152.33410970721147,0.485,0.555,0.52,Develop,181.75333333333333
348,West,Diabetes-A,197.28222222222223,2.0,145.1460583508236,0.775,0.2625,0.51875,Develop,233.47
190,South,Oncology-B,84.28777777777778,2.888888888888889,164.72528368484527,0.1225,0.9125,0.5175,Develop,89.30333333333333
147,East,Immunology-A,228.98777777777775,2.111111111111111,141.63443222184608,0.8825,0.15,0.51625,Develop,282.5466666666667
17,North,Oncology-A,102.22555555555556,2.7777777777777777,161.27732046051094,0.2125,0.82,0.51625,Develop,87.97666666666667
56,West,Diabetes-A,135.3122222222222,2.2222222222222223,152.5893495749103,0.4575,0.5725,0.515,Develop,116.12333333333333
299,East,Immunology-A,256.8288888888889,1.8888888888888888,138.7465482615984,0.9475,0.0825,0.515,Develop,256.23333333333335
302,South,Oncology-B,198.33777777777777,1.8888888888888888,144.62613377541953,0.7875,0.2425,0.515,Develop,228.78333333333333
228,West,Diabetes-A,126.16111111111111,2.2222222222222223,154.12577269160906,0.4025,0.625,0.51375,Develop,128.67666666666665
66,South,Oncology-B,168.25666666666666,1.7777777777777777,147.66566028638275,0.65,0.36875,0.509375,Develop,144.4466666666667
390,South,Oncology-B,100.69,2.6666666666666665,161.00055458978363,0.2025,0.815,0.50875,Develop,114.69
152,West,Diabetes-A,126.11777777777777,2.3333333333333335,153.80473622936256,0.4,0.615,0.5075000000000001,Develop,101.80666666666667
203,East,Immunology-A,280.7966666666667,1.5555555555555556,134.34792199773304,0.985,0.025,0.505,Develop,264.2733333333333
213,North,Oncology-A,210.89999999999998,1.8888888888888888,142.71237977299364,0.84,0.17,0.505,Develop,221.5533333333333
167,East,Immunology-A,222.82777777777778,1.8888888888888888,141.447931809821,0.8725,0.1375,0.505,Develop,235.67999999999998
371,East,Immunology-A,108.33333333333333,3.111111111111111,157.72846347373334,0.26,0.7425,0.50125,Develop,52.076666666666675
331,East,Immunology-A,224.20555555555555,1.8888888888888888,140.27597561379565,0.875,0.1225,0.49875,Develop,243.89333333333335
298,South,Oncology-B,141.08555555555554,2.111111111111111,151.43387776571996,0.49,0.5075,0.49874999999999997,Develop,116.5
243,East,Immunology-A,133.2111111111111,2.6666666666666665,152.325477574939,0.4425,0.5525,0.4975,Develop,95.78333333333335
301,North,Oncology-A,209.56777777777776,1.7777777777777777,142.05398491832258,0.83,0.1625,0.49624999999999997,Develop,180.83666666666667
160,West,Diabetes-A,117.94333333333333,2.3333333333333335,154.65656783156822,0.3375,0.6475,0.4925,Develop,130.41666666666666
18,South,Oncology-B,109.22555555555556,2.5555555555555554,156.18845080909088,0.27,0.7125,0.49125,Develop,123.64333333333333
179,East,Immunology-A,227.7711111111111,1.8888888888888888,139.33322417957177,0.8775,0.0975,0.4875,Develop,249.5633333333333
280,West,Diabetes-A,100.36777777777777,2.5555555555555554,159.06304004808362,0.1975,0.775,0.48625,Develop,90.52
92,West,Diabetes-A,95.25888888888888,2.6666666666666665,160.14819100181742,0.1725,0.7975,0.485,Develop,106.43
39,East,Immunology-A,144.46333333333334,2.5555555555555554,150.0262639831259,0.5,0.4675,0.48375,Develop,135.59333333333333
186,South,Oncology-B,89.69555555555556,2.7777777777777777,161.39323847134247,0.14,0.825,0.4825,Develop,81.94
170,South,Oncology-B,117.92555555555555,2.4444444444444446,154.23390372560183,0.3325,0.6275,0.48,Develop,101.57000000000001
154,South,Oncology-B,189.50555555555556,1.7777777777777777,143.87586299215454,0.74,0.215,0.4775,Develop,192.05333333333337
99,East,Immunology-A,161.62888888888887,2.3333333333333335,147.14665568176687,0.61,0.345,0.4775,Develop,165.42333333333332
314,South,Oncology-B,199.25222222222223,1.6666666666666667,142.04606723033805,0.7925,0.16,0.47625,Develop,213.46
145,North,Oncology-A,234.59888888888887,1.5555555555555556,137.52444197605448,0.8925,0.06,0.47624999999999995,Develop,228.21
31,East,Immunology-A,112.19888888888889,2.888888888888889,155.22035729968815,0.2875,0.66,0.47375,Develop,111.09333333333332
388,West,Diabetes-A,69.91555555555556,2.888888888888889,164.3204319983778,0.0425,0.905,0.47375,Develop,60.06333333333333
334,South,Oncology-B,107.14444444444445,2.3333333333333335,155.55550963118796,0.2525,0.6925,0.47250000000000003,Develop,107.16333333333334
328,West,Diabetes-A,109.63888888888889,2.3333333333333335,155.28619043647393,0.275,0.67,0.47250000000000003,Develop,126.55
335,East,Immunology-A,245.15666666666664,1.3333333333333333,132.80471870026915,0.9225,0.0175,0.47,Develop,321.84666666666664
69,North,Oncology-A,157.10333333333335,2.111111111111111,147.46598527337542,0.5725,0.3625,0.4675,Develop,174.67999999999998
395,East,Immunology-A,205.7411111111111,1.5555555555555556,140.2556761229456,0.81,0.12,0.465,Develop,212.28666666666666
54,South,Oncology-B,138.90666666666667,2.0,149.43135753714506,0.475,0.4475,0.46125,Develop,151.87
255,East,Immunology-A,113.25444444444445,2.7777777777777777,154.06530889482394,0.2975,0.6225,0.46,Develop,93.28000000000002
204,West,Diabetes-A,133.95111111111112,2.111111111111111,150.3937491783477,0.445,0.475,0.45999999999999996,Develop,150.73666666666668
